Date,Open,High,Low,Close,Adj Close,Volume
1980-01-09,16.103010,16.252390,15.625000,15.625000,4.549727,3380672
1980-01-10,15.774379,16.192638,15.774379,16.132887,4.697614,2219194
1980-01-11,16.132887,16.312141,15.684751,16.013384,4.662816,2280280
1980-01-14,16.013384,16.073135,15.834130,15.983509,4.654118,1663977
1980-01-15,15.983509,16.790154,15.893881,16.760277,4.880297,3922500
1980-01-16,16.760277,16.939531,16.670650,16.730402,4.871598,6284368
1980-01-17,16.730402,16.820028,16.551147,16.551147,4.819403,2564792
1980-01-18,16.551147,16.670650,16.401770,16.640774,4.845497,2732570
1980-01-21,16.640774,16.700525,16.491396,16.491396,4.802004,1557285
1980-01-22,16.491396,16.700525,16.491396,16.491396,4.802004,1766066
1980-01-23,16.491396,17.029160,16.491396,17.029160,4.958594,2218357
1980-01-24,17.029160,17.088909,16.760277,16.879780,4.915095,2291158
1980-01-25,16.879780,16.909657,16.700525,16.760277,4.880297,1405406
1980-01-28,16.760277,17.208412,16.760277,16.969406,4.941193,1522976
1980-01-29,16.969406,17.059034,16.581022,16.820028,4.897698,1496617
1980-01-30,16.820028,16.879780,16.640774,16.820028,4.897698,1452266
1980-01-31,16.820028,16.999283,16.312141,16.401770,4.775908,2451824
1980-02-01,16.401770,16.610899,16.342016,16.581022,4.828102,1513353
1980-02-04,16.581022,16.640774,16.401770,16.521273,4.810704,1205829
1980-02-05,16.521273,16.640774,16.431644,16.640774,4.845497,1595778
1980-02-06,16.491396,16.491396,16.192638,16.342016,4.818021,2133003
1980-02-07,16.312141,16.312141,16.043261,16.043261,4.729940,2145555
1980-02-08,16.043261,16.162764,15.834130,16.073135,4.738747,2631318
1980-02-11,16.073135,16.132887,15.893881,15.953633,4.703517,1663140
1980-02-12,15.953633,16.461519,15.864006,16.461519,4.853254,1619626
1980-02-13,16.551147,16.849903,16.551147,16.581022,4.888486,3376488
1980-02-14,16.581022,16.790154,16.282267,16.282267,4.800403,2008320
1980-02-15,16.252390,16.252390,16.043261,16.162764,4.765171,2438435
1980-02-19,16.162764,16.192638,15.864006,16.013384,4.721133,1878616
1980-02-20,16.043261,16.192638,16.043261,16.073135,4.738747,1112944
1980-02-21,16.043261,16.043261,15.744503,15.834130,4.668285,1502056
1980-02-22,15.834130,15.834130,15.654876,15.774379,4.650667,1910833
1980-02-25,15.744503,15.744503,15.505497,15.565249,4.589012,2273167
1980-02-26,15.565249,15.625000,15.445746,15.535373,4.580205,2209152
1980-02-27,15.535373,15.565249,14.818356,14.818356,4.368810,2881521
1980-02-28,14.848231,15.296367,14.848231,15.146989,4.465696,2885705
1980-02-29,15.146989,15.236616,15.057361,15.176864,4.474504,2729223
1980-03-03,15.176864,15.176864,14.967734,14.997610,4.421658,1424652
1980-03-04,14.997610,15.146989,14.878107,15.117113,4.456890,1873177
1980-03-05,15.087237,15.087237,14.758604,14.818356,4.368810,1917946
1980-03-06,14.818356,14.878107,14.489723,14.609226,4.307152,2876082
1980-03-07,14.609226,14.788480,14.549474,14.579350,4.298345,2616255
1980-03-10,14.609226,14.878107,14.609226,14.728728,4.342382,2055599
1980-03-11,14.728728,14.878107,14.698853,14.878107,4.386426,2101623
1980-03-12,14.848231,14.848231,14.549474,14.668977,4.324768,2073590
1980-03-13,14.639101,14.639101,14.310468,14.370220,4.236686,2347224
1980-03-14,14.370220,14.519598,14.250717,14.310468,4.219070,2033006
1980-03-17,14.310468,14.429971,14.131214,14.131214,4.166223,1735105
1980-03-18,14.131214,14.400096,14.011711,14.250717,4.201455,2065222
1980-03-19,14.250717,14.280593,14.041587,14.071463,4.148608,1541804
1980-03-20,14.071463,14.161090,13.862333,13.922084,4.104567,2005391
1980-03-21,13.892208,13.892208,13.444073,13.563576,3.998870,6192320
1980-03-24,13.473948,13.473948,12.906310,12.936185,3.813899,3011643
1980-03-25,12.936185,13.175191,12.906310,13.085564,3.857941,3138837
1980-03-26,13.085564,13.354446,12.547801,12.667304,3.734629,3266030
1980-03-27,12.667304,13.742830,12.278920,13.742830,4.051717,3578575
1980-03-28,13.473948,13.473948,12.936185,13.354446,3.937214,2420026
1980-03-31,13.354446,13.354446,13.055688,13.324570,3.928404,1627576
1980-04-01,13.324570,13.324570,13.025813,13.115440,3.866748,2257268
1980-04-02,13.115440,13.384321,13.055688,13.264818,3.910787,15629332
1980-04-03,13.264818,13.354446,13.055688,13.115440,3.866748,1417539
1980-04-07,13.115440,13.115440,12.756931,12.756931,3.761054,2294087
1980-04-08,12.756931,13.324570,12.667304,12.786807,3.769859,2184048
1980-04-09,12.786807,13.085564,12.756931,13.055688,3.849130,2145974
1980-04-10,13.055688,13.205067,12.906310,12.966061,3.822709,2112502
1980-04-11,12.966061,13.145315,12.786807,12.786807,3.769859,2726713
1980-04-14,12.786807,12.846558,12.607553,12.667304,3.734629,1397874
1980-04-15,12.667304,12.786807,12.398423,12.428298,3.664162,2426302
1980-04-16,12.428298,12.637428,12.189293,12.219168,3.602504,2812903
1980-04-17,12.219168,12.338671,12.039914,12.249044,3.611313,1886984
1980-04-18,12.249044,12.368547,12.159417,12.249044,3.611313,1723390
1980-04-21,12.249044,12.338671,12.069790,12.249044,3.611313,2777339
1980-04-22,12.428298,13.025813,12.428298,12.876434,3.796283,3438411
1980-04-23,12.876434,12.995937,12.727055,12.786807,3.769859,3185698
1980-04-24,12.786807,12.966061,12.727055,12.846558,3.787476,1556448
1980-04-25,12.846558,13.234943,12.637428,13.234943,3.901982,1706235
1980-04-28,13.234943,13.234943,12.995937,13.025813,3.840325,1941376
1980-04-29,13.025813,13.175191,12.936185,13.115440,3.866748,1250598
1980-04-30,13.115440,13.175191,12.816683,13.115440,3.866748,1467747
1980-05-01,13.115440,13.115440,12.846558,12.995937,3.831517,1221310
1980-05-02,12.995937,12.995937,12.876434,12.906310,3.805092,1020059
1980-05-05,12.906310,13.324570,12.846558,13.234943,3.901982,1442643
1980-05-06,13.234943,13.324570,13.085564,13.115440,3.866748,1483646
1980-05-07,13.115440,13.324570,13.085564,13.175191,3.884361,1735523
1980-05-08,12.995937,12.995937,12.786807,12.876434,3.856448,1624647
1980-05-09,12.846558,12.846558,12.428298,12.458174,3.731179,4372280
1980-05-12,12.458174,12.667304,12.458174,12.488050,3.740128,1298714
1980-05-13,12.517925,12.727055,12.517925,12.727055,3.811709,1839705
1980-05-14,12.727055,12.786807,12.667304,12.667304,3.793817,1796191
1980-05-15,12.667304,12.727055,12.547801,12.547801,3.758023,1780292
1980-05-16,12.547801,12.667304,12.547801,12.667304,3.793817,1276120
1980-05-19,12.667304,12.846558,12.637428,12.756931,3.820658,2090745
1980-05-20,12.756931,12.786807,12.577677,12.607553,3.775918,2584457
1980-05-21,12.607553,12.637428,12.458174,12.637428,3.784865,1360218
1980-05-22,12.637428,12.936185,12.607553,12.846558,3.847501,2388227
1980-05-23,12.876434,13.145315,12.876434,13.085564,3.919079,3353476
1980-05-27,13.115440,13.294694,13.115440,13.205067,3.954872,2743867
1980-05-28,13.205067,13.533700,13.175191,13.473948,4.035398,2643451
1980-05-29,13.414197,13.414197,12.995937,12.995937,3.892237,1934263
1980-05-30,12.995937,13.264818,12.936185,13.234943,3.963820,1844307
1980-06-02,13.234943,13.712954,13.205067,13.384321,4.008559,2853070
1980-06-03,13.384321,13.653203,13.384321,13.473948,4.035398,2738846
1980-06-04,13.503824,13.892208,13.503824,13.892208,4.160665,3790286
1980-06-05,13.892208,13.951960,13.593451,13.623327,4.080141,2735081
1980-06-06,13.653203,13.832457,13.653203,13.653203,4.089086,1353106
1980-06-09,13.653203,13.742830,13.533700,13.563576,4.062245,1330094
1980-06-10,13.563576,13.802581,13.533700,13.742830,4.115930,1548080
1980-06-11,13.742830,13.951960,13.683078,13.862333,4.151721,2138861
1980-06-12,13.862333,13.951960,13.683078,13.862333,4.151721,2190742
1980-06-13,13.862333,14.131214,13.832457,14.071463,4.214354,1888239
1980-06-16,14.071463,14.429971,14.041587,14.429971,4.321726,3388622
1980-06-17,14.429971,14.429971,14.071463,14.071463,4.214354,2247226
1980-06-18,14.071463,14.280593,14.071463,14.250717,4.268039,2068988
1980-06-19,14.250717,14.280593,13.772706,13.832457,4.142771,1402477
1980-06-20,13.832457,13.951960,13.802581,13.832457,4.142771,1231351
1980-06-23,13.832457,14.161090,13.832457,14.071463,4.214354,2290740
1980-06-24,14.071463,14.190966,13.981836,14.190966,4.250144,1860625
1980-06-25,14.190966,14.400096,14.101338,14.280593,4.276986,2393666
1980-06-26,14.280593,14.400096,14.131214,14.161090,4.241200,2038445
1980-06-27,14.161090,14.340344,14.041587,14.280593,4.276986,1427162
1980-06-30,14.220841,14.220841,13.951960,14.041587,4.205405,1268170
1980-07-01,14.041587,14.250717,13.951960,14.220841,4.259094,1702888
1980-07-02,14.220841,14.579350,14.190966,14.489723,4.339622,2673994
1980-07-03,14.489723,14.698853,14.489723,14.609226,4.375410,1948907
1980-07-07,14.609226,14.878107,14.579350,14.818356,4.438046,2462284
1980-07-08,14.818356,14.878107,14.639101,14.758604,4.420153,2104552
1980-07-09,14.758604,15.027486,14.639101,14.698853,4.402257,1999115
1980-07-10,14.698853,14.907983,14.639101,14.728728,4.411200,1472350
1980-07-11,14.728728,15.027486,14.728728,14.997610,4.491730,1804559
1980-07-14,14.997610,15.535373,14.997610,15.535373,4.652792,2112083
1980-07-15,15.535373,15.595124,15.236616,15.236616,4.563315,2315007
1980-07-16,15.236616,15.445746,15.206740,15.356119,4.599106,2210407
1980-07-17,15.356119,15.684751,15.296367,15.684751,4.697530,1276120
1980-07-18,15.684751,15.714627,15.505497,15.565249,4.661736,1833010
1980-07-21,15.565249,15.774379,15.356119,15.774379,4.724373,1829245
1980-07-22,15.774379,15.804254,15.475621,15.565249,4.661736,2313752
1980-07-23,15.565249,15.625000,15.385994,15.505497,4.643843,1878616
1980-07-24,15.505497,15.535373,15.356119,15.475621,4.634894,1662722
1980-07-25,15.445746,15.445746,15.266491,15.385994,4.608051,1572347
1980-07-28,15.385994,15.595124,15.296367,15.535373,4.652792,1133027
1980-07-29,15.535373,15.654876,15.385994,15.565249,4.661736,1717950
1980-07-30,15.565249,15.774379,15.565249,15.654876,4.688581,2325049
1980-07-31,15.625000,15.625000,15.385994,15.595124,4.670688,2694914
1980-08-01,15.595124,15.625000,15.385994,15.565249,4.661736,1885729
1980-08-04,15.535373,15.535373,15.415870,15.475621,4.634894,1563142
1980-08-05,15.475621,15.625000,15.326243,15.356119,4.599106,1321307
1980-08-06,15.356119,15.684751,15.296367,15.684751,4.697530,1676947
1980-08-07,15.684751,15.714627,15.475621,15.714627,4.768973,2139698
1980-08-08,15.714627,15.834130,15.595124,15.595124,4.732708,3118335
1980-08-11,15.595124,15.953633,15.565249,15.953633,4.841505,1775690
1980-08-12,15.953633,16.252390,15.864006,15.953633,4.841505,2940934
1980-08-13,15.953633,16.132887,15.893881,15.953633,4.841505,1892005
1980-08-14,15.953633,16.521273,15.953633,16.461519,4.995636,1977777
1980-08-15,16.461519,16.521273,16.312141,16.431644,4.986567,2163128
1980-08-18,16.252390,16.252390,15.864006,15.864006,4.814306,2304966
1980-08-19,15.864006,16.013384,15.744503,15.774379,4.787107,1891168
1980-08-20,15.774379,16.222513,15.744503,15.983509,4.850571,1421723
1980-08-21,15.983509,16.192638,15.923757,16.132887,4.895901,1144742
1980-08-22,16.132887,16.461519,16.103010,16.103010,4.886836,1713766
1980-08-25,16.103010,16.132887,15.923757,16.043261,4.868706,1028846
1980-08-26,16.043261,16.192638,15.923757,15.953633,4.841505,1979869
1980-08-27,15.953633,16.013384,15.744503,15.744503,4.778039,2476510
1980-08-28,15.744503,15.774379,15.505497,15.535373,4.714576,1765230
1980-08-29,15.535373,15.684751,15.475621,15.654876,4.750840,1582389
1980-09-02,15.654876,15.893881,15.625000,15.804254,4.796172,1222565
1980-09-03,15.804254,16.132887,15.804254,16.132887,4.895901,1492851
1980-09-04,16.132887,16.282267,15.834130,15.923757,4.832438,2295761
1980-09-05,15.923757,16.073135,15.804254,15.893881,4.823373,1002905
1980-09-08,15.893881,15.923757,15.356119,15.356119,4.660175,1057297
1980-09-09,15.356119,15.834130,15.326243,15.804254,4.796172,1726318
1980-09-10,15.804254,15.834130,15.595124,15.714627,4.768973,1575276
1980-09-11,15.714627,15.864006,15.714627,15.864006,4.814306,1782384
1980-09-12,15.864006,15.893881,15.714627,15.744503,4.778039,1809162
1980-09-15,15.744503,15.834130,15.535373,15.804254,4.796172,1363566
1980-09-16,15.804254,15.864006,15.595124,15.684751,4.759907,1791589
1980-09-17,15.684751,16.222513,15.684751,16.073135,4.877768,3470628
1980-09-18,16.073135,16.103010,15.834130,15.893881,4.823373,4292784
1980-09-19,15.893881,16.132887,15.834130,16.013384,4.859636,2296179
1980-09-22,16.013384,16.342016,15.893881,16.282267,4.941237,2380278
1980-09-23,16.282267,16.491396,15.684751,15.983509,4.850571,3844678
1980-09-24,15.983509,16.252390,15.953633,16.132887,4.895901,2291577
1980-09-25,16.132887,16.222513,15.804254,15.804254,4.796172,2678597
1980-09-26,15.744503,15.744503,15.356119,15.445746,4.687376,2896583
1980-09-29,15.356119,15.356119,15.146989,15.236616,4.623910,2788218
1980-09-30,15.266491,15.415870,15.266491,15.326243,4.651107,2167312
1980-10-01,15.326243,15.684751,15.206740,15.445746,4.687376,2531738
1980-10-02,15.445746,15.625000,15.326243,15.625000,4.741775,2000370
1980-10-03,15.654876,16.013384,15.654876,15.834130,4.805235,2080285
1980-10-06,15.893881,16.312141,15.893881,16.252390,4.932167,3090302
1980-10-07,16.252390,16.312141,16.043261,16.192638,4.914036,2920432
1980-10-08,16.252390,16.820028,16.252390,16.730402,5.077231,4895280
1980-10-09,16.730402,16.939531,16.670650,16.760277,5.086300,4958040
1980-10-10,16.760277,17.088909,16.521273,16.551147,5.022835,4619136
1980-10-13,16.551147,16.909657,16.551147,16.849903,5.113499,1546406
1980-10-14,16.849903,16.939531,16.610899,16.670650,5.059101,3005367
1980-10-15,16.640774,16.820028,16.640774,16.820028,5.104434,1458961
1980-10-16,16.820028,16.999283,16.371893,16.401770,4.977504,3888191
1980-10-17,16.401770,16.581022,16.192638,16.252390,4.932167,2333835
1980-10-20,16.252390,16.371893,15.893881,16.371893,4.968439,1976103
1980-10-21,16.371893,16.461519,16.132887,16.252390,4.932167,2632573
1980-10-22,16.252390,16.282267,16.132887,16.192638,4.914036,1837613
1980-10-23,16.192638,16.192638,15.684751,15.744503,4.778039,1890331
1980-10-24,15.744503,15.923757,15.654876,15.923757,4.832438,1941794
1980-10-27,15.893881,15.893881,15.714627,15.804254,4.796172,1020059
1980-10-28,15.804254,15.953633,15.744503,15.923757,4.832438,2037190
1980-10-29,15.923757,16.043261,15.654876,15.654876,4.750840,1607074
1980-10-30,15.654876,15.834130,15.565249,15.565249,4.723639,1648914
1980-10-31,15.595124,16.073135,15.595124,15.923757,4.832438,2258523
1980-11-03,15.953633,16.162764,15.953633,16.132887,4.895901,1588246
1980-11-05,16.252390,16.790154,16.252390,16.371893,5.032557,4631688
1980-11-06,16.282267,16.282267,15.834130,15.893881,4.885621,2505798
1980-11-07,15.893881,16.043261,15.893881,16.043261,4.931538,1829663
1980-11-10,16.043261,16.073135,15.893881,16.073135,4.940717,1474442
1980-11-11,16.073135,16.192638,15.983509,16.043261,4.931538,1301642
1980-11-12,16.073135,16.999283,16.073135,16.939531,5.207040,4493616
1980-11-13,16.939531,17.118786,16.790154,17.029160,5.234593,5518696
1980-11-14,17.029160,17.268164,16.820028,17.118786,5.262141,3778570
1980-11-17,17.118786,17.148663,16.879780,17.118786,5.262141,3184024
1980-11-18,17.118786,17.357792,17.118786,17.208412,5.289692,3575646
1980-11-19,17.208412,17.387667,17.029160,17.059034,5.243774,2695751
1980-11-20,17.059034,17.268164,16.879780,17.208412,5.289692,2020035
1980-11-21,17.118786,17.118786,16.760277,16.820028,5.170307,1580715
1980-11-24,16.820028,16.820028,16.610899,16.820028,5.170307,2153923
1980-11-25,16.820028,16.879780,16.610899,16.610899,5.106023,1968572
1980-11-26,16.610899,16.670650,16.401770,16.431644,5.050920,2207897
1980-11-28,16.431644,16.461519,16.162764,16.282267,5.005004,1687407
1980-12-01,16.252390,16.252390,15.893881,15.893881,4.885621,2096184
1980-12-02,15.893881,16.252390,15.834130,16.222513,4.986634,2581946
1980-12-03,16.222513,16.491396,16.132887,16.252390,4.995817,2343040
1980-12-04,16.252390,16.610899,16.132887,16.342016,5.023368,2337601
1980-12-05,16.342016,16.461519,16.132887,16.132887,4.959084,2008320
1980-12-08,16.073135,16.073135,15.774379,15.864006,4.876435,2956833
1980-12-09,15.864006,15.953633,15.684751,15.804254,4.858066,3663092
1980-12-10,15.804254,15.893881,15.236616,15.236616,4.683583,2040118
1980-12-11,15.236616,15.415870,15.117113,15.415870,4.738683,3030471
1980-12-12,15.415870,15.774379,15.385994,15.714627,4.830517,2546801
1980-12-15,15.714627,15.864006,15.415870,15.415870,4.738683,1408334
1980-12-16,15.415870,15.834130,15.385994,15.834130,4.867249,1914598
1980-12-17,15.774379,15.774379,15.475621,15.595124,4.793785,2135514
1980-12-18,15.595124,15.684751,15.206740,15.206740,4.674398,2739683
1980-12-19,15.236616,15.505497,15.236616,15.445746,4.747868,4230024
1980-12-22,15.445746,16.073135,15.415870,16.043261,4.931538,2281535
1980-12-23,16.043261,16.282267,15.983509,16.073135,4.940717,2452242
1980-12-24,16.073135,16.431644,16.013384,16.371893,5.032557,1214615
1980-12-26,16.371893,16.491396,16.342016,16.491396,5.069285,716719
1980-12-29,16.491396,16.610899,16.192638,16.252390,4.995817,1448082
1980-12-30,16.252390,16.551147,16.222513,16.401770,5.041738,1559795
1980-12-31,16.401770,16.521273,16.132887,16.222513,4.986634,1569837
1981-01-02,16.222513,16.551147,16.162764,16.521273,5.078470,1224238
1981-01-05,16.610899,16.909657,16.610899,16.790154,5.161123,3257244
1981-01-06,16.790154,17.088909,16.640774,17.088909,5.252958,4075216
1981-01-07,16.760277,16.760277,16.521273,16.610899,5.106023,4987328
1981-01-08,16.610899,16.670650,16.103010,16.162764,4.968269,2656003
1981-01-09,16.162764,16.252390,15.953633,16.103010,4.949901,1604564
1981-01-12,16.103010,16.252390,15.834130,15.953633,4.903985,2458937
1981-01-13,15.953633,15.953633,15.595124,15.893881,4.885621,2893654
1981-01-14,15.893881,16.132887,15.864006,15.953633,4.903985,1879453
1981-01-15,15.953633,15.953633,15.684751,15.714627,4.830517,1906649
1981-01-16,15.714627,16.013384,15.714627,15.983509,4.913168,3525857
1981-01-19,15.983509,16.073135,15.864006,15.923757,4.894801,2325886
1981-01-20,15.923757,16.043261,15.475621,15.535373,4.775418,2495338
1981-01-21,15.535373,15.684751,15.445746,15.565249,4.784598,1786150
1981-01-22,15.565249,15.625000,15.415870,15.595124,4.793785,1463145
1981-01-23,15.595124,15.684751,15.505497,15.535373,4.775418,1145161
1981-01-26,15.535373,15.654876,15.445746,15.535373,4.775418,1280722
1981-01-27,15.535373,15.744503,15.535373,15.654876,4.812150,1339717
1981-01-28,15.654876,15.684751,15.415870,15.445746,4.747868,1153110
1981-01-29,15.445746,15.654876,15.415870,15.505497,4.766233,1536783
1981-01-30,15.505497,15.654876,15.296367,15.385994,4.729498,1498290
1981-02-02,15.385994,15.385994,15.057361,15.146989,4.656031,1596614
1981-02-03,15.146989,15.356119,15.146989,15.356119,4.720317,1463982
1981-02-04,15.356119,15.475621,15.206740,15.415870,4.738683,1786568
1981-02-05,15.415870,15.415870,15.266491,15.296367,4.765487,1215870
1981-02-06,15.296367,15.475621,15.296367,15.356119,4.784105,1909578
1981-02-09,15.356119,15.385994,15.117113,15.176864,4.728258,1194114
1981-02-10,15.176864,15.206740,14.997610,15.057361,4.691026,1642638
1981-02-11,15.057361,15.117113,14.907983,14.967734,4.663105,1500801
1981-02-12,14.967734,14.997610,14.758604,14.758604,4.597951,1335114
1981-02-13,14.758604,14.848231,14.639101,14.758604,4.597951,1566908
1981-02-17,14.758604,14.937859,14.728728,14.818356,4.616563,1635526
1981-02-18,14.818356,14.907983,14.728728,14.818356,4.616563,1670671
1981-02-19,14.818356,14.878107,14.609226,14.639101,4.560720,1833847
1981-02-20,14.639101,14.728728,14.400096,14.459847,4.504876,1429673
1981-02-23,14.459847,14.907983,14.459847,14.818356,4.616563,2453498
1981-02-24,14.818356,14.967734,14.788480,14.848231,4.625876,2188232
1981-02-25,14.848231,15.356119,14.788480,15.356119,4.784105,2098276
1981-02-26,15.356119,15.505497,15.146989,15.475621,4.821333,2679015
1981-02-27,15.415870,15.415870,15.236616,15.356119,4.784105,1956020
1981-03-02,15.356119,15.356119,15.146989,15.206740,4.737565,1210013
1981-03-03,15.206740,15.236616,14.937859,14.937859,4.653795,1443898
1981-03-04,14.937859,15.027486,14.728728,14.788480,4.607260,1315031
1981-03-05,14.788480,14.907983,14.788480,14.818356,4.616563,1284070
1981-03-06,14.818356,14.907983,14.698853,14.788480,4.607260,1335114
1981-03-09,14.758604,15.117113,14.758604,15.057361,4.691026,1738452
1981-03-10,15.057361,15.146989,14.878107,14.937859,4.653795,2027985
1981-03-11,14.937859,14.997610,14.758604,14.878107,4.635183,1665232
1981-03-12,14.907983,15.326243,14.907983,15.296367,4.765487,1668579
1981-03-13,15.296367,15.445746,15.117113,15.117113,4.709639,1682386
1981-03-16,15.117113,15.475621,15.027486,15.445746,4.812025,2173170
1981-03-17,15.445746,15.595124,15.326243,15.356119,4.784105,2966038
1981-03-18,15.356119,15.595124,15.356119,15.475621,4.821333,1836358
1981-03-19,15.475621,15.475621,15.117113,15.236616,4.746871,2142208
1981-03-20,15.236616,15.326243,14.997610,15.087237,4.700334,2719182
1981-03-23,15.087237,15.146989,14.967734,15.027486,4.681720,2576507
1981-03-24,15.027486,15.117113,14.848231,14.878107,4.635183,2727131
1981-03-25,14.878107,15.326243,14.848231,15.266491,4.756180,1781547
1981-03-26,15.266491,15.356119,14.967734,15.087237,4.700334,4840888
1981-03-27,15.087237,15.146989,14.728728,14.758604,4.597951,2403708
1981-03-30,14.758604,14.848231,14.668977,14.698853,4.579338,1516700
1981-03-31,14.788480,14.967734,14.788480,14.907983,4.644489,1979869
1981-04-01,14.907983,15.146989,14.818356,15.057361,4.691026,3732546
1981-04-02,14.997610,14.997610,14.788480,14.848231,4.625876,2021290
1981-04-03,14.848231,14.907983,14.519598,14.609226,4.551412,2597846
1981-04-06,14.579350,14.579350,14.310468,14.429971,4.495567,2412076
1981-04-07,14.429971,14.489723,14.340344,14.340344,4.467645,2526299
1981-04-08,14.340344,14.459847,14.310468,14.340344,4.467645,2791983
1981-04-09,14.340344,14.758604,14.280593,14.758604,4.597951,3589454
1981-04-10,14.758604,15.117113,14.459847,14.519598,4.523491,5305312
1981-04-13,14.519598,14.519598,14.370220,14.370220,4.476954,3992373
1981-04-14,14.340344,14.340344,14.131214,14.131214,4.402493,4326256
1981-04-15,14.131214,14.310468,14.101338,14.250717,4.439722,4183582
1981-04-16,14.280593,14.400096,14.280593,14.340344,4.467645,3131724
1981-04-20,14.340344,14.758604,14.280593,14.728728,4.588642,3528786
1981-04-21,14.668977,14.668977,14.429971,14.459847,4.504876,3074822
1981-04-22,14.459847,14.579350,14.370220,14.429971,4.495567,3000765
1981-04-23,14.429971,14.668977,14.400096,14.429971,4.495567,2906206
1981-04-24,14.429971,14.609226,14.280593,14.489723,4.514187,2696170
1981-04-27,14.489723,14.668977,14.489723,14.609226,4.551412,3592801
1981-04-28,14.609226,14.639101,14.310468,14.429971,4.495567,2791146
1981-04-29,14.400096,14.400096,14.220841,14.250717,4.439722,2931729
1981-04-30,14.250717,14.280593,14.011711,14.011711,4.365263,2314589
1981-05-01,14.011711,14.190966,13.981836,14.131214,4.402493,2379022
1981-05-04,13.951960,13.951960,13.892208,13.951960,4.346646,2045976
1981-05-05,13.922084,13.922084,13.712954,13.802581,4.300107,4899464
1981-05-06,13.802581,13.892208,13.772706,13.832457,4.309416,2519605
1981-05-07,13.772706,13.772706,13.623327,13.712954,4.336628,1840960
1981-05-08,13.712954,13.832457,13.623327,13.832457,4.374421,2045139
1981-05-11,13.772706,13.772706,13.384321,13.384321,4.232698,2894910
1981-05-12,13.414197,13.593451,13.414197,13.563576,4.289383,2509563
1981-05-13,13.563576,13.683078,13.503824,13.563576,4.289383,1484902
1981-05-14,13.563576,13.653203,13.473948,13.533700,4.279938,2384043
1981-05-15,13.533700,13.593451,13.384321,13.473948,4.261042,2714998
1981-05-18,13.473948,13.593451,13.444073,13.563576,4.289383,2060620
1981-05-19,13.533700,13.533700,13.324570,13.533700,4.279938,2578181
1981-05-20,13.533700,13.533700,13.414197,13.473948,4.261042,1456032
1981-05-21,13.473948,13.473948,13.264818,13.294694,4.204352,1932171
1981-05-22,13.294694,13.354446,13.205067,13.264818,4.194906,1834266
1981-05-26,13.264818,13.473948,13.175191,13.414197,4.242147,2154342
1981-05-27,13.414197,13.892208,13.354446,13.832457,4.374421,2819598
1981-05-28,13.832457,13.981836,13.683078,13.862333,4.383867,2929637
1981-05-29,13.862333,14.131214,13.832457,14.041587,4.440553,3334230
1981-06-01,14.280593,14.519598,14.280593,14.400096,4.553930,4556376
1981-06-02,14.400096,14.459847,14.310468,14.310468,4.525584,3127958
1981-06-03,14.280593,14.280593,13.981836,14.131214,4.468898,2547638
1981-06-04,14.131214,14.131214,13.772706,13.862333,4.383867,1967735
1981-06-05,13.862333,13.981836,13.862333,13.951960,4.412211,2048068
1981-06-08,13.951960,14.071463,13.922084,13.922084,4.402762,1481136
1981-06-09,13.892208,13.892208,13.653203,13.712954,4.336628,1358545
1981-06-10,13.712954,13.922084,13.712954,13.832457,4.374421,2304129
1981-06-11,13.832457,14.220841,13.832457,14.101338,4.459448,2225051
1981-06-12,14.101338,14.250717,14.041587,14.190966,4.487793,3459331
1981-06-15,14.250717,14.429971,14.250717,14.310468,4.525584,2170659
1981-06-16,14.280593,14.280593,14.041587,14.071463,4.450006,3110804
1981-06-17,14.071463,14.071463,13.862333,13.981836,4.421658,2279862
1981-06-18,13.981836,13.981836,13.683078,13.772706,4.355520,1344738
1981-06-19,13.772706,13.862333,13.712954,13.742830,4.346073,1374026
1981-06-22,13.772706,13.922084,13.772706,13.892208,4.393314,1501638
1981-06-23,13.892208,14.250717,13.892208,14.190966,4.487793,2439272
1981-06-24,14.190966,14.220841,14.011711,14.220841,4.497240,1751422
1981-06-25,14.220841,14.370220,14.041587,14.101338,4.459448,1799538
1981-06-26,14.101338,14.250717,14.011711,14.041587,4.440553,1692428
1981-06-29,14.041587,14.131214,13.772706,13.832457,4.374421,1248506
1981-06-30,13.832457,13.862333,13.683078,13.832457,4.374421,1159386
1981-07-01,13.832457,13.832457,13.563576,13.593451,4.298832,1653935
1981-07-02,13.593451,13.683078,13.473948,13.593451,4.298832,1819203
1981-07-06,13.593451,13.653203,13.473948,13.623327,4.308281,1408334
1981-07-07,13.623327,13.712954,13.473948,13.623327,4.308281,2551403
1981-07-08,13.623327,13.653203,13.473948,13.533700,4.279938,1422560
1981-07-09,13.533700,13.593451,13.473948,13.533700,4.279938,1347248
1981-07-10,13.503824,13.503824,13.444073,13.473948,4.261042,1572347
1981-07-13,13.444073,13.444073,13.324570,13.354446,4.223250,1948070
1981-07-14,13.354446,13.593451,13.294694,13.593451,4.298832,2238022
1981-07-15,13.593451,13.593451,13.473948,13.533700,4.279938,2121288
1981-07-16,13.533700,13.593451,13.414197,13.533700,4.279938,1404569
1981-07-17,13.533700,13.533700,13.414197,13.414197,4.242147,1126333
1981-07-20,13.354446,13.354446,13.205067,13.234943,4.185458,1871922
1981-07-21,13.234943,13.294694,13.175191,13.264818,4.194906,1614187
1981-07-22,13.264818,13.354446,13.175191,13.175191,4.166562,1455195
